dataset_id,orcid
c10d98a8-e660-403b-8d16-aa6ed3b5fcc1,0000-0002-0118-8223
c20013cf-ae10-4521-b52c-7820bc375f98,0000-0003-3505-7325
c22ad20e-d0e3-4be2-8041-ba71bfa29873,0000-0003-1160-8727
c261111e-9e49-441e-a9b2-41815a14d77c,0000-0001-6112-2499
c261111e-9e49-441e-a9b2-41815a14d77c,0000-0001-6937-0796
c261111e-9e49-441e-a9b2-41815a14d77c,0000-0001-9394-6708
c261111e-9e49-441e-a9b2-41815a14d77c,0000-0002-2364-8892
c261111e-9e49-441e-a9b2-41815a14d77c,0000-0002-5358-9846
c261111e-9e49-441e-a9b2-41815a14d77c,0000-0002-7624-4752
c261111e-9e49-441e-a9b2-41815a14d77c,0000-0002-7669-3590
c261111e-9e49-441e-a9b2-41815a14d77c,0000-0003-0111-8804
c2f06893-0800-42ff-94e2-0bf0e200896d,0000-0002-0121-9261
c31c9ff2-0ea9-43d8-8f93-2af0eaade9d4,0000-0001-9576-8845
c38b938a-c921-4590-a4c5-e2ecdccc0bc0,0000-0001-6213-3982
c38b938a-c921-4590-a4c5-e2ecdccc0bc0,0000-0002-0739-9291
c38b938a-c921-4590-a4c5-e2ecdccc0bc0,0000-0002-2802-9177
c38b938a-c921-4590-a4c5-e2ecdccc0bc0,0000-0002-4109-3317
c38b938a-c921-4590-a4c5-e2ecdccc0bc0,0000-0002-4616-0953
c38b938a-c921-4590-a4c5-e2ecdccc0bc0,0000-0003-4350-9520
c38b938a-c921-4590-a4c5-e2ecdccc0bc0,0000-0003-4373-2538
c3a1e2fc-1f40-436f-95d3-952ad87b2858,0000-0003-2052-0567
c3d5c849-3f3e-49f3-ab52-751d108f02df,0000-0002-3468-6544
c4f905b4-4c5a-4eec-bad8-2d678096f1fa,0000-0002-2802-9177
c4f905b4-4c5a-4eec-bad8-2d678096f1fa,0000-0002-4616-0953
c4f905b4-4c5a-4eec-bad8-2d678096f1fa,0000-0002-5781-238X
c5aa200c-56be-4aa1-af59-7c679886baf2,0000-0003-3505-7325
c5d70263-8d5a-4fcb-9d74-d2868ffe3898,0000-0002-5382-4017
c61b3ad4-72d4-4a84-af6c-3a5badf01270,0000-0001-9099-1618
c61b3ad4-72d4-4a84-af6c-3a5badf01270,0000-0002-8877-0303
c63af03b-5289-46ef-9cb1-aab92f3d1934,0000-0001-8309-5479
c6ddcb6b-bd16-45b0-8e6c-2c7a39923a18,0000-0001-6707-6331
c6edc94a-0966-4e75-a784-0d60038badb9,0000-0002-6345-1197
c713fc65-4c2f-40a5-b672-9e8d6d79b581,0000-0001-7001-6225
c713fc65-4c2f-40a5-b672-9e8d6d79b581,0000-0001-7377-4021
c713fc65-4c2f-40a5-b672-9e8d6d79b581,0000-0001-8455-6812
c713fc65-4c2f-40a5-b672-9e8d6d79b581,0000-0001-8956-669X
c713fc65-4c2f-40a5-b672-9e8d6d79b581,0000-0001-9696-9630
c713fc65-4c2f-40a5-b672-9e8d6d79b581,0000-0002-1417-033X
c713fc65-4c2f-40a5-b672-9e8d6d79b581,0000-0002-6360-5096
c713fc65-4c2f-40a5-b672-9e8d6d79b581,0000-0002-6876-7377
c713fc65-4c2f-40a5-b672-9e8d6d79b581,0000-0002-8410-5824
c713fc65-4c2f-40a5-b672-9e8d6d79b581,0000-0002-8617-0443
c713fc65-4c2f-40a5-b672-9e8d6d79b581,0000-0002-9337-0793
c713fc65-4c2f-40a5-b672-9e8d6d79b581,0000-0003-0116-8895
c729ffd9-8be1-49a9-8c43-dab2f8a87753,0000-0003-0918-6297
c7965016-0acb-45bb-b77b-91859c369048,0000-0002-3921-9566
c7965016-0acb-45bb-b77b-91859c369048,0000-0002-4138-5213
c7965016-0acb-45bb-b77b-91859c369048,0000-0002-5141-4815
c7965016-0acb-45bb-b77b-91859c369048,0000-0002-8706-9902
c7965016-0acb-45bb-b77b-91859c369048,0000-0002-9620-1514
c7965016-0acb-45bb-b77b-91859c369048,0000-0003-0810-0308
c7965016-0acb-45bb-b77b-91859c369048,0000-0003-2512-2445
c7965016-0acb-45bb-b77b-91859c369048,0000-0003-2824-4106
c7965016-0acb-45bb-b77b-91859c369048,0000-0003-4411-8898
c7965016-0acb-45bb-b77b-91859c369048,0000-0003-4622-0482
c7b31467-bdf7-487a-bbd8-d4d8396b0e84,0000-0002-8796-1829
c80c6291-df19-4a92-b5cf-134ceb98dd69,0000-0002-6014-9048
c854c0a8-9a35-40b8-8698-115d3ec29a26,0000-0001-9576-8845
c896cabf-62db-4ed7-af8b-f298857a7f43,0000-0002-2464-4260
c896cabf-62db-4ed7-af8b-f298857a7f43,0000-0002-8096-1594
c896cabf-62db-4ed7-af8b-f298857a7f43,0000-0003-2614-9391
c896cabf-62db-4ed7-af8b-f298857a7f43,0000-0003-2890-8873
c944048a-a7e4-4353-8ba1-80f2db803028,0000-0002-2364-8892
ca357b59-8301-435b-8027-a739fba0f757,0000-0002-6402-105X
cae809c2-4400-48b1-8889-055f4abf4f94,0000-0001-7435-4088
cae809c2-4400-48b1-8889-055f4abf4f94,0000-0002-6382-2533
cae809c2-4400-48b1-8889-055f4abf4f94,0000-0003-0665-7655
cb1d5ed4-8500-4b26-b15f-f5b0103a407f,0000-0002-0715-8738
cb5cca01-a6f5-4934-93ae-e3ac750a67ee,0000-0002-8148-6895
cb5cca01-a6f5-4934-93ae-e3ac750a67ee,0000-0003-2060-8235
cb5cca01-a6f5-4934-93ae-e3ac750a67ee,0000-0003-3043-3571
cb5cca01-a6f5-4934-93ae-e3ac750a67ee,0000-0003-3802-2005
cb5cca01-a6f5-4934-93ae-e3ac750a67ee,0000-0003-4368-0125
cb93b2d1-a29c-4c3a-ab2e-9b6d7e3f747e,0000-0003-3505-7325
cbcd1a75-b52d-4883-8ae0-b3ff06818b16,0000-0001-5199-9940
cbcd1a75-b52d-4883-8ae0-b3ff06818b16,0000-0003-1531-3088
cbe5f1f9-fe2e-4ee9-b292-3cdb58cde3f1,0000-0003-3505-7325
ce115b9d-870f-436b-a8f7-386a6c65834f,0000-0002-8734-3123
ce733a0e-950e-42ac-80f1-bc0ffeae74b9,0000-0002-8734-3123
ce8acb1e-d3e0-452c-ac68-b440686ca701,0000-0003-0391-3879
ce92217d-7bac-4333-a969-f1c4e89874c8,0000-0001-6155-3360
ce92217d-7bac-4333-a969-f1c4e89874c8,0000-0002-0825-1491
ce92217d-7bac-4333-a969-f1c4e89874c8,0000-0002-2172-2905
ce92217d-7bac-4333-a969-f1c4e89874c8,0000-0002-8148-6895
ceeaf408-ffbf-4f01-8c05-8395dd687c3d,0000-0001-6034-5498
ceeaf408-ffbf-4f01-8c05-8395dd687c3d,0000-0002-5644-3316
cef4d5f3-d260-4dce-88b1-019731b0c42b,0000-0003-2693-9238
cef7a008-1a48-44cf-b4ed-b1b66a976f56,0000-0001-5199-9940
cf174b40-8c2b-44c4-bf21-437e9697cdff,0000-0003-3505-7325
cff756f0-57b0-48b2-b53c-e2185f8e445e,0000-0001-9411-7565
cff756f0-57b0-48b2-b53c-e2185f8e445e,0000-0002-6050-5233
d01236b7-97c5-49d7-a7cf-4bb2aec02af9,0000-0002-2358-6329
d1659ab4-3c47-422e-b11c-75dd957a11d1,0000-0001-7323-0366
d1712998-f2da-4796-a2fc-110f7c4d369d,0000-0002-5141-4815
d2186c38-ac7f-45fb-9c38-2e9f36d3afaf,0000-0001-6034-5498
d2186c38-ac7f-45fb-9c38-2e9f36d3afaf,0000-0002-5644-3316
d2186c38-ac7f-45fb-9c38-2e9f36d3afaf,0000-0002-6994-7206
d2186c38-ac7f-45fb-9c38-2e9f36d3afaf,0000-0002-9771-8101
d2186c38-ac7f-45fb-9c38-2e9f36d3afaf,0000-0003-2733-5073
d21c5b01-1131-44c0-8063-e46944b68de0,0000-0002-2464-4260
d21c5b01-1131-44c0-8063-e46944b68de0,0000-0002-8096-1594
d21c5b01-1131-44c0-8063-e46944b68de0,0000-0003-2614-9391
d21c5b01-1131-44c0-8063-e46944b68de0,0000-0003-2890-8873
d2a21683-2f5d-4b92-b134-f185d6ef498a,0000-0001-7432-8453
d2a21683-2f5d-4b92-b134-f185d6ef498a,0000-0001-8370-4051
d2e5af1b-4a74-4bba-8199-e6d138e37243,0000-0002-8734-3123
d3f46aed-1819-4bc4-895f-3a6c57e1cfd2,0000-0003-2946-9120
d4282dea-6d37-45f7-80b2-4bb04f2e8980,0000-0001-5217-7164
d4282dea-6d37-45f7-80b2-4bb04f2e8980,0000-0003-1286-3770
d4b11115-cd20-4f90-8b84-b9c6080a2a61,0000-0002-5382-4017
d4b11115-cd20-4f90-8b84-b9c6080a2a61,0000-0002-5455-1698
d55563a5-b40f-4fd4-ad2c-199a088191c4,0000-0003-3505-7325
d62bc9a2-c3b3-46a7-9a4c-47c9722fe33b,0000-0001-6266-3350
d62bc9a2-c3b3-46a7-9a4c-47c9722fe33b,0000-0001-6980-2384
d62bc9a2-c3b3-46a7-9a4c-47c9722fe33b,0000-0001-9057-4857
d62bc9a2-c3b3-46a7-9a4c-47c9722fe33b,0000-0002-2831-3864
d62bc9a2-c3b3-46a7-9a4c-47c9722fe33b,0000-0002-6345-1197
d6768440-7bc5-457a-99f0-d0f82ee409cd,0000-0002-8734-3123
d68fd301-711c-485d-a408-ea95b3061345,0000-0001-6694-0669
d68fd301-711c-485d-a408-ea95b3061345,0000-0001-8442-8503
d73ddfda-cbe9-4eaa-8c7b-d1409d7e2381,0000-0002-4620-7571
d77728c7-f7e1-4f5e-b861-0903a26b34d8,0000-0003-3505-7325
d7d7bd87-b2cb-4cf8-bb81-b2f90ec60a83,0000-0002-0625-965X
d986269a-0bef-4bc8-8cca-6a0f6bb05c27,0000-0002-4354-4353
d986269a-0bef-4bc8-8cca-6a0f6bb05c27,0000-0002-6243-2840
d986269a-0bef-4bc8-8cca-6a0f6bb05c27,0000-0002-7363-531X
d986269a-0bef-4bc8-8cca-6a0f6bb05c27,0000-0002-7899-7192
d986269a-0bef-4bc8-8cca-6a0f6bb05c27,0000-0002-7955-8378
d986269a-0bef-4bc8-8cca-6a0f6bb05c27,0000-0003-2968-1674
d986269a-0bef-4bc8-8cca-6a0f6bb05c27,0000-0003-4480-8661
d9e2de58-08f3-4ba6-ac65-11a78de79cee,0000-0003-1359-3944
d9e2de58-08f3-4ba6-ac65-11a78de79cee,0000-0003-2599-5983
d9fd63e3-e9d2-4443-b9e8-695dbc39764d,0000-0002-3921-9566
d9fd63e3-e9d2-4443-b9e8-695dbc39764d,0000-0002-4138-5213
d9fd63e3-e9d2-4443-b9e8-695dbc39764d,0000-0002-5141-4815
d9fd63e3-e9d2-4443-b9e8-695dbc39764d,0000-0002-8706-9902
d9fd63e3-e9d2-4443-b9e8-695dbc39764d,0000-0002-9620-1514
d9fd63e3-e9d2-4443-b9e8-695dbc39764d,0000-0003-0810-0308
d9fd63e3-e9d2-4443-b9e8-695dbc39764d,0000-0003-2512-2445
d9fd63e3-e9d2-4443-b9e8-695dbc39764d,0000-0003-2824-4106
d9fd63e3-e9d2-4443-b9e8-695dbc39764d,0000-0003-4411-8898
d9fd63e3-e9d2-4443-b9e8-695dbc39764d,0000-0003-4622-0482
da47b1fe-d957-45ae-901a-8e12cda00aa5,0000-0003-3505-7325
dc7be277-653e-47a2-b594-1bd57ddaa4f8,0000-0003-3505-7325
dcc2ec89-f4a5-42d5-91aa-1a38349e553c,0000-0001-6475-5208
dcc2ec89-f4a5-42d5-91aa-1a38349e553c,0000-0001-9566-590X
dcc2ec89-f4a5-42d5-91aa-1a38349e553c,0000-0003-1103-2529
dd899416-5a6c-43d1-8506-e1ca6300b709,0000-0001-6388-7241
dd899416-5a6c-43d1-8506-e1ca6300b709,0000-0002-8706-9902
dd899416-5a6c-43d1-8506-e1ca6300b709,0000-0002-9620-1514
dd899416-5a6c-43d1-8506-e1ca6300b709,0000-0003-0810-0308
dd899416-5a6c-43d1-8506-e1ca6300b709,0000-0003-2824-4106
dd899416-5a6c-43d1-8506-e1ca6300b709,0000-0003-3414-5155
dd899416-5a6c-43d1-8506-e1ca6300b709,0000-0003-4622-0482
de182010-9aca-491b-8ec0-19f497ce6e32,0000-0001-7705-9455
de182010-9aca-491b-8ec0-19f497ce6e32,0000-0001-8861-3167
de182010-9aca-491b-8ec0-19f497ce6e32,0000-0003-0197-2672
de182010-9aca-491b-8ec0-19f497ce6e32,0000-0003-2989-1591
deba1593-f695-460e-9f18-be17704f54f6,0000-0002-3607-9609
df530621-e0a3-49f0-b08e-24379989570b,0000-0001-9614-6263
df530621-e0a3-49f0-b08e-24379989570b,0000-0002-2487-4744
df530621-e0a3-49f0-b08e-24379989570b,0000-0002-5883-4273
df530621-e0a3-49f0-b08e-24379989570b,0000-0002-6584-0233
df5a35c9-b58a-4bdc-90fc-2cb68351fa19,0000-0001-9421-527X
df5a35c9-b58a-4bdc-90fc-2cb68351fa19,0000-0003-3193-0377
df5a35c9-b58a-4bdc-90fc-2cb68351fa19,0000-0003-4018-0790
df5b7113-d32b-40bd-98ed-2ed55843b250,0000-0002-8734-3123
e06d1212-c383-47de-84dc-bff91aea1c1a,0000-0003-3505-7325
e0894e61-8e22-4832-aa92-555f007282bc,0000-0001-6034-5498
e0894e61-8e22-4832-aa92-555f007282bc,0000-0002-5644-3316
e0894e61-8e22-4832-aa92-555f007282bc,0000-0002-6994-7206
e0894e61-8e22-4832-aa92-555f007282bc,0000-0003-2733-5073
e121be86-7419-4b5a-8507-344dd6851d1c,0000-0003-1160-8727
e2b95dce-768b-45f3-86ed-f4531cd98e94,0000-0002-0698-2864
e2b95dce-768b-45f3-86ed-f4531cd98e94,0000-0003-1560-810X
e45bd890-1f6d-449b-9d76-b9a7371c4ed4,0000-0003-3505-7325
e48e0a1a-1771-4832-a83c-b88a5d29b2a4,0000-0002-8734-3123
e4afd5c8-6ed3-4ee8-9146-39b929608963,0000-0002-2509-1418
e4bf97d0-302d-488c-b3e0-001f3841abbd,0000-0002-0091-6217
e50eadb8-c7fe-44e3-b1a1-6b95a9fc5207,0000-0002-6824-7523
e51fd04c-cd78-4111-a6aa-d7c0e62bbb42,0000-0003-3505-7325
e62c6987-b4ae-45c6-9499-78bdb188e1a1,0000-0002-3391-7638
e62c6987-b4ae-45c6-9499-78bdb188e1a1,0000-0002-9895-2469
e6e37d74-7cfc-458e-ac29-ed153b414354,0000-0002-8734-3123
e734ab2f-e0b0-4f64-96fd-6d181687a3d1,0000-0001-6213-3982
e734ab2f-e0b0-4f64-96fd-6d181687a3d1,0000-0002-0739-9291
e734ab2f-e0b0-4f64-96fd-6d181687a3d1,0000-0002-2802-9177
e734ab2f-e0b0-4f64-96fd-6d181687a3d1,0000-0002-4109-3317
e734ab2f-e0b0-4f64-96fd-6d181687a3d1,0000-0002-4616-0953
e734ab2f-e0b0-4f64-96fd-6d181687a3d1,0000-0003-4350-9520
e734ab2f-e0b0-4f64-96fd-6d181687a3d1,0000-0003-4373-2538
e82fc813-6e03-4bf8-9133-0ca1402b0f43,0000-0002-1656-7963
e8a0620f-63a3-433c-8a85-c1c085159ea2,0000-0002-8734-3123
ea808714-d154-4a62-8152-6263aad48bb1,0000-0003-0446-7153
ea808714-d154-4a62-8152-6263aad48bb1,0000-0003-2139-8575
ebd8488f-a92b-46c9-899c-1e0b7f4f01e1,0000-0002-8734-3123
ebfe6cb9-95b4-4eb9-9a63-fe6bae215aa9,0000-0001-6561-1943
ebfe6cb9-95b4-4eb9-9a63-fe6bae215aa9,0000-0002-6738-3312
ebfe6cb9-95b4-4eb9-9a63-fe6bae215aa9,0000-0002-7489-7688
ebfe6cb9-95b4-4eb9-9a63-fe6bae215aa9,0000-0003-4233-0094
ec912f16-62d2-48cf-ab64-c1ac86dab9db,0000-0002-3489-6584
ecce4c0c-b917-42ea-a680-fd366ce5c7b0,0000-0001-9421-527X
ecce4c0c-b917-42ea-a680-fd366ce5c7b0,0000-0003-3193-0377
ecce4c0c-b917-42ea-a680-fd366ce5c7b0,0000-0003-4018-0790
ee5bef8f-48ca-499b-9f7b-411e6b236ffd,0000-0001-5199-9940
ee5bef8f-48ca-499b-9f7b-411e6b236ffd,0000-0002-4372-9155
ee5bef8f-48ca-499b-9f7b-411e6b236ffd,0000-0002-9578-2556
ee5bef8f-48ca-499b-9f7b-411e6b236ffd,0000-0003-1531-3088
ee5bef8f-48ca-499b-9f7b-411e6b236ffd,0000-0003-3505-7325
ee5bef8f-48ca-499b-9f7b-411e6b236ffd,0000-0003-3955-5081
ee805dc1-496c-4b10-87ba-0aa5ff68a64e,0000-0003-3505-7325
ef96d2db-9cbe-4738-b7bf-da556e12bdc2,0000-0003-0918-6297
f00cdc84-5be1-4d2d-b00c-d8a957d78a0b,0000-0002-8734-3123
f079aab6-870e-4a47-a4eb-2017ac25e367,0000-0001-6388-7241
f079aab6-870e-4a47-a4eb-2017ac25e367,0000-0002-8706-9902
f079aab6-870e-4a47-a4eb-2017ac25e367,0000-0002-9620-1514
f079aab6-870e-4a47-a4eb-2017ac25e367,0000-0003-0810-0308
f079aab6-870e-4a47-a4eb-2017ac25e367,0000-0003-2824-4106
f079aab6-870e-4a47-a4eb-2017ac25e367,0000-0003-3414-5155
f079aab6-870e-4a47-a4eb-2017ac25e367,0000-0003-4622-0482
f0ad7f6f-3dc5-4ea1-911b-4089a35f2731,0000-0001-6155-3360
f0ad7f6f-3dc5-4ea1-911b-4089a35f2731,0000-0002-0234-4398
f0ad7f6f-3dc5-4ea1-911b-4089a35f2731,0000-0002-2172-2905
f0ad7f6f-3dc5-4ea1-911b-4089a35f2731,0000-0002-7006-0768
f0bf8876-afe3-4a9a-8529-289ab2380313,0000-0001-5747-2525
f0bf8876-afe3-4a9a-8529-289ab2380313,0000-0001-6112-2499
f0bf8876-afe3-4a9a-8529-289ab2380313,0000-0002-0001-7473
f0bf8876-afe3-4a9a-8529-289ab2380313,0000-0002-0739-2655
f0bf8876-afe3-4a9a-8529-289ab2380313,0000-0002-2364-8892
f0bf8876-afe3-4a9a-8529-289ab2380313,0000-0002-8527-9404
f0bf8876-afe3-4a9a-8529-289ab2380313,0000-0002-9049-1186
f0c1a95b-255a-466d-981c-81fc376647ef,0000-0003-2118-4788
f1460cfd-866d-42ad-8383-36d5c3f22201,0000-0001-8007-7021
f1dd3317-09a6-4320-ba4c-9210af0148f0,0000-0002-0302-6658
f220b189-f18e-4a4c-ab6c-76ce022a827d,0000-0001-8698-1257
f2792a2b-fc82-4ac2-86d5-8a5830e4f98f,0000-0003-3505-7325
f33bf4d7-af23-496b-9a32-77c928867366,0000-0002-4372-9155
f33bf4d7-af23-496b-9a32-77c928867366,0000-0002-9578-2556
f33bf4d7-af23-496b-9a32-77c928867366,0000-0003-3505-7325
f33bf4d7-af23-496b-9a32-77c928867366,0000-0003-3955-5081
f3d88d5f-0020-4de5-8898-ba7ebcda14ac,0000-0001-6112-2499
f43c99b5-4b4b-4df0-8e11-f8e5c75ed1ec,0000-0002-8734-3123
f45c42a7-50d2-46e1-a247-e40db3255d50,0000-0001-8007-7021
f47f9afb-39d8-46d4-9679-4080c85f8439,0000-0002-1439-9695
f59619c4-ee95-4102-8bc1-8583a82460d4,0000-0002-8734-3123
f5b2479b-9018-4a68-98b7-7299a70e13ff,0000-0001-6213-3982
f5b2479b-9018-4a68-98b7-7299a70e13ff,0000-0002-0739-9291
f5b2479b-9018-4a68-98b7-7299a70e13ff,0000-0002-2802-9177
f5b2479b-9018-4a68-98b7-7299a70e13ff,0000-0002-4109-3317
f5b2479b-9018-4a68-98b7-7299a70e13ff,0000-0002-4616-0953
f5b2479b-9018-4a68-98b7-7299a70e13ff,0000-0003-4350-9520
f5b2479b-9018-4a68-98b7-7299a70e13ff,0000-0003-4373-2538
f5f2decf-6082-43af-a56a-b0f6c945a75f,0000-0002-0091-6217
f5f2decf-6082-43af-a56a-b0f6c945a75f,0000-0002-4075-9535
f6d9b33f-1556-4ac7-bdba-127f035fb68f,0000-0003-3505-7325
f7f13220-42d2-468c-8ec4-9596ca052d26,0000-0002-6016-3747
f885b9fa-16b9-42c5-bab0-8732b1553b3e,0000-0002-2802-9177
f885b9fa-16b9-42c5-bab0-8732b1553b3e,0000-0002-4616-0953
f885b9fa-16b9-42c5-bab0-8732b1553b3e,0000-0002-5781-238X
f8baa52b-1d2f-45ef-8898-d15eb5def5bf,0000-0001-9421-527X
f8baa52b-1d2f-45ef-8898-d15eb5def5bf,0000-0003-3193-0377
f8baa52b-1d2f-45ef-8898-d15eb5def5bf,0000-0003-4018-0790
f91697cc-fbf6-45f3-b942-28f2aad17293,0000-0001-5841-2815
f91697cc-fbf6-45f3-b942-28f2aad17293,0000-0002-8988-330X
f9672db6-eb9d-4d9d-b834-9b50b95caf4a,0000-0002-2802-9177
f9672db6-eb9d-4d9d-b834-9b50b95caf4a,0000-0002-4616-0953
f9a12656-d803-4ef9-848a-784ec3c7d20d,0000-0002-8734-3123
fc6ac5d9-1604-41d9-b0f0-35e5d391029f,0000-0002-5141-4815
fc8882a2-5207-4205-9775-4b02e74f1a72,0000-0002-2364-8892
fe22a15c-b4bd-423f-8689-9ff0af23eb9d,0000-0001-7620-1245
fe22a15c-b4bd-423f-8689-9ff0af23eb9d,0000-0002-6403-9022
fe742c08-cebc-489a-b205-e7f4a6487829,0000-0002-8734-3123
feff84ea-89ec-4ce6-95fa-70060af298ac,0000-0001-5492-3212
feff84ea-89ec-4ce6-95fa-70060af298ac,0000-0002-0698-2864
feff84ea-89ec-4ce6-95fa-70060af298ac,0000-0003-3758-5455
ff44c59b-e1a7-4f01-8403-33b95d2454d1,0000-0001-6451-341X
ff44c59b-e1a7-4f01-8403-33b95d2454d1,0000-0003-4348-7288
ff72da57-7dba-49da-97b3-904ee1a64a73,0000-0001-7685-7797
ff72da57-7dba-49da-97b3-904ee1a64a73,0000-0002-1425-5587
ff72da57-7dba-49da-97b3-904ee1a64a73,0000-0002-3657-4693
ff72da57-7dba-49da-97b3-904ee1a64a73,0000-0002-9863-8461
ff72da57-7dba-49da-97b3-904ee1a64a73,0000-0003-4208-6159
ffb44065-ad38-4952-b69c-4fccfe6ea97d,0000-0001-7651-708X
ffb44065-ad38-4952-b69c-4fccfe6ea97d,0000-0002-0001-7473
ffb44065-ad38-4952-b69c-4fccfe6ea97d,0000-0002-2364-8892
ffb44065-ad38-4952-b69c-4fccfe6ea97d,0000-0002-8894-3294
ffb44065-ad38-4952-b69c-4fccfe6ea97d,0000-0002-9247-702X
